timestamp,virtual_user,endpoint,method,status_code,response_time_ms,success
2026-08-06T10:46:53.883125191Z,4,GET /api/v1/user/profile,GET,200,7.269,True
2026-08-06T10:46:53.891348594Z,56,POST /api/v1/scans,POST,201,27.937,True
2026-08-06T10:46:53.900653439Z,46,GET /api/v1/scans,GET,200,4.012,True
2026-08-06T10:46:53.961351227Z,19,GET /api/v1/user/profile,GET,200,3.238,True
2026-08-06T10:46:53.966676181Z,49,POST /api/v1/auth/login,POST,200,231.829,True
2026-08-06T10:46:53.970878794Z,49,GET /api/v1/scans,GET,200,3.983,True
2026-08-06T10:46:53.975075414Z,36,GET /api/v1/user/profile,GET,200,2.889,True
2026-08-06T10:46:54.055394621Z,40,GET /api/v1/scans,GET,200,6.041,True
2026-08-06T10:46:54.069303562Z,13,POST /api/v1/scans,POST,201,39.262,True
2026-08-06T10:46:54.072734807Z,55,POST /api/v1/auth/login,POST,200,237.889,True
2026-08-06T10:46:54.080649855Z,15,GET /api/v1/user/profile,GET,200,8.011,True
2026-08-06T10:46:54.081367668Z,55,GET /api/v1/scans,GET,200,8.247,True
2026-08-06T10:46:54.092226711Z,11,GET /api/v1/user/profile,GET,200,15.152,True
2026-08-06T10:46:54.092770927Z,38,GET /api/v1/user/profile,GET,200,14.648,True
2026-08-06T10:46:54.118447314Z,31,GET /api/v1/scans,GET,200,4.387,True
2026-08-06T10:46:54.165223412Z,61,POST /api/v1/auth/login,POST,200,230.486,True
2026-08-06T10:46:54.168917749Z,61,GET /api/v1/scans,GET,200,3.488,True
2026-08-06T10:46:54.176927816Z,25,GET /api/v1/scans,GET,200,5.81,True
2026-08-06T10:46:54.177584652Z,7,GET /api/v1/scans,GET,200,5.139,True
2026-08-06T10:46:54.206943587Z,44,GET /api/v1/scans,GET,200,5.044,True
2026-08-06T10:46:54.206953176Z,16,GET /api/v1/user/profile,GET,200,3.951,True
2026-08-06T10:46:54.211556158Z,5,GET /api/v1/user/profile,GET,200,3.437,True
2026-08-06T10:46:54.239828102Z,3,GET /api/v1/scans/{id},GET,200,5.178,True
2026-08-06T10:46:54.242866036Z,37,GET /api/v1/user/profile,GET,200,3.059,True
2026-08-06T10:46:54.245581833Z,18,GET /api/v1/user/profile,GET,200,2.618,True
2026-08-06T10:46:54.272471022Z,27,GET /api/v1/scans,GET,200,13.081,True
2026-08-06T10:46:54.281640152Z,64,POST /api/v1/auth/login,POST,200,246.895,True
2026-08-06T10:46:54.285860716Z,2,POST /api/v1/scans,POST,201,34.99,True
2026-08-06T10:46:54.286544992Z,64,GET /api/v1/scans,GET,200,4.608,True
2026-08-06T10:46:54.318966353Z,30,GET /api/v1/scans,GET,200,4.161,True
2026-08-06T10:46:54.330224905Z,32,GET /api/v1/user/profile,GET,200,4.631,True
2026-08-06T10:46:54.330600604Z,28,GET /api/v1/scans,GET,200,5.007,True
2026-08-06T10:46:54.364054755Z,63,POST /api/v1/auth/login,POST,200,229.708,True
2026-08-06T10:46:54.367141071Z,63,GET /api/v1/user/profile,GET,200,2.879,True
2026-08-06T10:46:54.391171007Z,29,POST /api/v1/scans,POST,201,21.791,True
2026-08-06T10:46:54.417090975Z,50,GET /api/v1/user/profile,GET,200,12.661,True
2026-08-06T10:46:54.451019357Z,42,GET /api/v1/scans,GET,200,3.837,True
2026-08-06T10:46:54.466584971Z,23,POST /api/v1/auth/login,POST,200,231.939,True
